1.1338,1.1288,1.1366,1.1279,0.42
1.1291,1.1196,1.1305,1.1166,0.85
1.1196,1.1161,1.1221,1.1151,0.27
1.1166,1.1173,1.1189,1.115,-0.07
1.1174,1.1178,1.1188,1.1142,-0.09
1.1184,1.1217,1.1224,1.1157,-0.29
1.1217,1.1242,1.1263,1.1187,-0.21
1.1241,1.1268,1.1286,1.1233,-0.26
1.127,1.1316,1.1339,1.1254,-0.43
1.1319,1.1222,1.1344,1.1203,0.84
1.1225,1.1107,1.1245,1.1055,1.04
1.1109,1.1099,1.1125,1.107,0.03
1.1106,1.1149,1.1177,1.1074,-0.42
1.1153,1.1174,1.1212,1.1078,-0.21
1.1177,1.0997,1.1218,1.082,1.62
1.0999,1.101,1.1037,1.0944,-0.11
1.1011,1.1012,1.1059,1.099,-0.03
1.1014,1.1006,1.1027,1.0938,0.09
1.1004,1.0955,1.1045,1.09,0.43
1.0957,1.0865,1.0974,1.0851,0.82
1.0868,1.0866,1.0881,1.0823,0.01
1.0867,1.087,1.0896,1.0832,-0.06
1.0873,1.093,1.0964,1.0856,-0.56
1.0934,1.1017,1.1071,1.091,-0.81
1.1023,1.1011,1.1052,1.0985,0.09
1.1013,1.1017,1.1047,1.0955,-0.06
1.102,1.1027,1.1055,1.0987,-0.08
1.1029,1.1125,1.1137,1.1,-0.95
1.1135,1.1105,1.114,1.1064,0.25
1.1107,1.1126,1.1153,1.1068,-0.19
1.1128,1.1142,1.118,1.1103,-0.14
1.1144,1.1152,1.1196,1.112,-0.1
1.1155,1.1249,1.1253,1.1125,-0.93
1.126,1.1325,1.1335,1.1212,-0.57
1.1324,1.1289,1.1378,1.1271,0.3
1.129,1.1291,1.1311,1.1158,-0.03
1.1293,1.1195,1.1339,1.1161,0.85
1.1198,1.1156,1.1218,1.1084,0.35
1.1159,1.1206,1.1246,1.1107,-0.44
1.1208,1.1102,1.124,1.1068,0.94
1.1104,1.0916,1.1146,1.0902,1.69
1.0919,1.0888,1.0943,1.0882,0.28
1.0889,1.0831,1.0915,1.0812,0.48
1.0837,1.0936,1.0951,1.0809,-0.93
1.0939,1.0889,1.0969,1.0867,0.42
1.0893,1.0869,1.0917,1.0849,0.19
1.0872,1.0847,1.0876,1.0817,0.21
1.0849,1.0797,1.0858,1.0786,0.48
1.0797,1.0871,1.0879,1.0787,-0.71
1.0874,1.0891,1.0922,1.0777,-0.16
1.0891,1.0908,1.0977,1.0875,-0.16
1.0909,1.0889,1.0941,1.0858,0.15
1.0893,1.0916,1.094,1.0867,-0.22
1.0917,1.0863,1.0987,1.0852,0.48
1.0865,1.0878,1.0945,1.0833,-0.11
1.0877,1.0854,1.0891,1.0803,0.18
1.0857,1.0856,1.0903,1.0818,-0.03
1.086,1.0922,1.0969,1.0846,-0.66
1.0932,1.0931,1.0936,1.0801,-0.04
1.0936,1.0778,1.0941,1.0769,1.44
1.0781,1.0746,1.0802,1.0718,0.31
1.0748,1.0829,1.084,1.0709,-0.78
1.0832,1.0856,1.0949,1.078,-0.26
1.086,1.086,1.0869,1.0843,0.0
1.086,1.0932,1.0938,1.085,-0.67
1.0933,1.0917,1.0947,1.09,0.15
1.0917,1.0967,1.0992,1.0898,-0.46
1.0968,1.0962,1.0995,1.0948,-0.08
1.0977,1.0969,1.0979,1.0941,0.04
